"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,       "HF"       ,      "maxHF"     ,      "Temp"      
          0,           0,          20,      -2.384669153,      -1.994510772,      -2.036095525,       3.693250809, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          21,      -2.386810078,      -1.983065954,       -2.01485619,       3.691109885, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          22,      -2.345722707,       -1.92626814,       -1.98685907,       3.732197256, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          23,      -2.245800176,      -1.808277752,        -1.9493074,       3.832119786, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          24,      -2.125205312,       -1.67288332,      -1.898959963,        3.95271465, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          25,      -2.030894619,      -1.571071619,      -1.845349335,       4.047025344, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          26,      -1.981938184,      -1.522286477,       -1.80870703,       4.095981778, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          27,      -1.977308751,      -1.523759319,       -1.80323396,       4.100611211, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          28,      -2.008122857,      -1.564319214,      -1.831867107,       4.069797105, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          29,      -2.063801786,      -1.632488937,      -1.889022823,       4.014118176, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          30,      -2.131443007,      -1.716977534,      -1.962203315,       3.946476955, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          31,      -2.191703704,      -1.797592725,       -2.03175587,       3.886216258, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          32,      -2.224394486,      -1.841431238,      -2.078464176,       3.853525476, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          33,      -2.229184834,      -1.837330823,      -2.100149858,       3.848735128, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          34,      -2.224759081,      -1.813783092,       -2.10946054,       3.853160881, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          35,      -2.226113184,      -1.796409667,      -2.115712997,       3.851806779, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          36,      -2.237588611,       -1.79269229,      -2.114879244,       3.840331351, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          37,      -2.257341199,      -1.800975138,       -2.10030253,       3.820578763, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          38,      -2.280261152,      -1.817825165,      -2.073017323,        3.79765881, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          39,      -2.301234033,      -1.839372513,      -2.039754064,       3.776685929, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          40,      -2.316119245,       -1.86232117,      -2.007834183,       3.761800717, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          41,      -2.322591421,      -1.884105401,      -1.982327005,       3.755328541, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          42,      -2.320379681,      -1.902583026,      -1.965339147,       3.757540281, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          43,      -2.310669606,      -1.915814971,      -1.956669239,       3.767250357, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          44,      -2.295444699,      -1.921438467,      -1.953299318,       3.782475263, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          45,      -2.276465897,      -1.917449263,      -1.953762669,       3.801454065, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          46,      -2.255205781,      -1.902056811,      -1.956447383,       3.822714181, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          47,      -2.232779218,      -1.875182824,       -1.95956322,       3.845140744, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          48,      -2.209979289,      -1.839411794,        -1.9619294,       3.867940674, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          49,      -2.187654897,       -1.79911578,      -1.963090691,       3.890265065, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          50,      -2.166991733,      -1.758900934,      -1.963393175,       3.910928229, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          51,      -2.149554215,      -1.722589467,      -1.963922876,       3.928365747, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          52,      -2.137104747,      -1.693035665,      -1.966398884,       3.940815215, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          53,      -2.131424961,      -1.672221689,      -1.972685767,       3.946495001, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          54,      -2.134184621,      -1.661549902,      -1.984577067,       3.943735341, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          55,      -2.146915544,      -1.662098881,      -2.003742892,       3.931004418, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          56,       -2.17110824,       -1.67465887,      -2.031496459,       3.906811723, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          57,      -2.208253952,      -1.699758619,      -2.068726332,        3.86966601, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          58,      -2.259781999,      -1.737446098,      -2.115458122,       3.818137963, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          59,      -2.326554791,      -1.786672355,      -2.169837133,       3.751365171, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          60,      -2.407008536,      -1.843945038,      -2.226276056,       3.670911427, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          61,      -2.491738918,      -1.901230259,      -2.273429083,       3.586181045, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          62,      -2.552967997,      -1.944827603,      -2.294832387,       3.524951965, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          63,      -2.550125508,      -1.958718394,      -2.277497272,       3.527794455, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          64,      -2.483638859,      -1.935803986,      -2.229299896,       3.594281103, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          65,      -2.398113726,      -1.888227617,      -2.171862771,       3.679806236, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          66,      -2.322735467,      -1.835694952,       -2.11842386,       3.755184496, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          67,       -2.26564104,      -1.788689335,      -2.070185209,       3.812278922, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          68,      -2.224874967,      -1.753652409,      -2.031927869,       3.853044995, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          69,      -2.198340722,      -1.731287601,      -2.003112199,       3.879579241, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          70,      -2.183671302,      -1.720758597,      -1.982365346,        3.89424866, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          71,      -2.178559688,      -1.720511544,      -1.968606656,       3.899360274, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          72,      -2.181045998,      -1.728543898,      -1.961019549,       3.896873964, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          73,      -2.189609676,      -1.742896265,      -1.959324104,       3.888310286, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          74,      -2.203216464,       -1.76174305,      -1.963435034,       3.874703498, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          75,      -2.221243457,       -1.78345676,      -1.973389021,       3.856676505, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          76,      -2.243402495,      -1.806632348,      -1.989254575,       3.834517467, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          77,      -2.269655864,      -1.830267762,       -2.01131951,       3.808264098, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          78,      -2.300174008,      -1.853729371,      -2.039798227,       3.777745954, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          79,      -2.335151914,      -1.876853662,      -2.075096967,       3.742768049, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          80,      -2.374648199,      -1.899745615,       -2.11746491,       3.703271763, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          81,      -2.418329136,      -1.922654561,      -2.166836271,       3.659590827, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          82,      -2.465125821,      -1.945871115,      -2.222541511,       3.612794141, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          83,       -2.51292206,      -1.969641984,      -2.282806921,       3.564997902, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          84,      -2.558574296,      -1.994047189,      -2.344028865,       3.519345666, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          85,      -2.597502051,      -2.019272847,      -2.400458643,       3.480417912, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          86,      -2.624858854,      -2.045321052,      -2.443207395,       3.453061108, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          87,      -2.636908324,      -2.071700393,      -2.462760544,       3.441011638, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          88,      -2.632669951,      -2.097022887,      -2.456196212,       3.445250011, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          89,      -2.614921549,      -2.118797111,      -2.429837458,       3.462998413, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          90,      -2.588973114,      -2.133886613,      -2.393387362,       3.488946848, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          91,      -2.560105874,      -2.139834529,      -2.355002174,       3.517814088, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          92,      -2.532103366,      -2.136138124,      -2.319548527,       3.545816597, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          93,      -2.507297586,      -2.124502137,      -2.289248385,       3.570622376, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          94,      -2.487075845,        -2.1079764,      -2.264700542,       3.590844117, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          95,      -2.472081656,      -2.090294399,      -2.246797234,       3.605838307, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          96,      -2.462752882,       -2.07437266,      -2.235592258,        3.61516708, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          97,      -2.459281819,      -2.062289518,      -2.230887518,       3.618638143, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          98,       -2.46172814,       -2.05533057,      -2.232314146,       3.616191822, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,          99,       -2.47008499,      -2.054294396,      -2.239542836,       3.607834972, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         100,      -2.484355542,      -2.059696738,      -2.252203593,        3.59356442, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         101,      -2.504580132,      -2.071946293,      -2.269872704,        3.57333983, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         102,      -2.530794674,      -2.091477514,      -2.292158302,       3.547125289, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         103,       -2.56294468,      -2.118743473,      -2.318677214,       3.514975282, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         104,      -2.600755908,      -2.154019959,      -2.348867296,       3.477164054, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         105,      -2.643370001,      -2.197392046,      -2.382214075,       3.434549961, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         106,       -2.68900832,      -2.248228389,       -2.41788834,       3.388911642, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         107,      -2.734409126,       -2.30480222,      -2.454932494,       3.343510837, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         108,      -2.774779022,      -2.363359044,      -2.492040488,       3.303140941, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         109,      -2.804703401,      -2.417627917,      -2.527778604,       3.273216562, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         110,      -2.820509179,      -2.459578455,      -2.560661039,       3.257410784, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         111,      -2.822282938,      -2.482756229,      -2.589334567,       3.255637024, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         112,      -2.813527528,      -2.486222112,      -2.612816315,       3.264392434, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         113,      -2.799025797,      -2.474886365,      -2.630807704,       3.278894166, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         114,      -2.783009696,       -2.45593153,      -2.643710825,       3.294910266, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         115,      -2.768505394,      -2.435339436,      -2.652442157,       3.309414568, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         116,      -2.757548941,      -2.416321275,      -2.657629213,       3.320371021, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         117,      -2.751098856,      -2.400577503,       -2.66009109,       3.326821106, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         118,      -2.749404676,       -2.38955613,      -2.661720269,       3.328515287, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         119,      -2.752884545,      -2.383544316,      -2.663538825,       3.325035418, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         120,      -2.761734395,      -2.382561931,      -2.666456092,       3.316185567, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         121,      -2.776035206,      -2.386393005,      -2.671344584,       3.301884756, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         122,      -2.795802256,      -2.394665463,      -2.678959947,       3.282117706, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         123,      -2.820964468,      -2.406930012,      -2.689749616,       3.256955494, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         124,      -2.851251847,      -2.422712824,      -2.703748203,       3.226668116, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         125,      -2.886014274,      -2.441455838,      -2.720457586,       3.191905688, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         126,      -2.923905604,      -2.462488303,      -2.738888915,       3.154014359, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         127,      -2.962522043,      -2.484989995,      -2.757587411,       3.115397919, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         128,      -2.998117422,      -2.508038998,      -2.774859876,        3.07980254, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         129,      -3.025874151,      -2.530686591,       -2.78909969,       3.052045811, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         130,      -3.041189713,      -2.552024661,      -2.799118554,       3.036730249, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         131,      -3.041693831,      -2.571152179,       -2.80437023,       3.036226132, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         132,      -3.028697365,      -2.587099896,      -2.804838608,       3.049222597, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         133,      -3.006628918,      -2.598968052,      -2.800774004,       3.071291044, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         134,      -2.980796984,      -2.606336637,      -2.793595188,       3.097122978, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         135,      -2.955314739,      -2.609445507,      -2.785086626,       3.122605224, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         136,      -2.932742728,      -2.609068601,      -2.776815502,       3.145177235, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         137,      -2.914524884,      -2.606280631,      -2.769901631,       3.163395078, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         138,      -2.901375326,      -2.602262608,      -2.765019902,       3.176544637, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         139,      -2.893576991,      -2.598125611,      -2.762457172,       3.184342971, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         140,      -2.891181728,      -2.594803739,      -2.762235989,       3.186738234, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         141,      -2.894098411,      -2.593031797,      -2.764329914,       3.183821552, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         142,      -2.902139147,      -2.593264733,      -2.768605782,       3.175780816, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         143,      -2.915028761,      -2.595721797,       -2.77482884,       3.162891201, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         144,      -2.932379073,      -2.600550309,      -2.782774403,       3.145540889, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         145,      -2.953683842,      -2.607846444,      -2.792102091,        3.12423612, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         146,      -2.978244519,      -2.617758014,      -2.802451463,       3.099675443, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         147,      -3.005089481,      -2.630450998,      -2.813436636,       3.072830482, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         148,      -3.032885053,      -2.646039809,       -2.82467784,       3.045034909, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         149,      -3.059862703,      -2.664557423,      -2.835871058,        3.01805726, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         150,      -3.083915402,       -2.68586825,      -2.846766704,        2.99400456, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         151,      -3.102843969,      -2.709687607,      -2.857161353,       2.975075993, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         152,       -3.11486479,      -2.735478677,      -2.866818194,       2.963055173, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         153,      -3.119107189,      -2.762318745,      -2.875464355,       2.958812773, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         154,      -3.115934339,      -2.788628135,      -2.882874064,       2.961985623, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         155,      -3.106859834,      -2.812008553,      -2.888902101,       2.971060128, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         156,      -3.094045647,      -2.829574803,      -2.893373509,       2.983874315, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         157,      -3.079704972,      -2.838819082,      -2.896136501,       2.998214991, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         158,      -3.065712776,      -2.838637495,      -2.897293208,       3.012207187, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         159,      -3.053484259,      -2.829872848,       -2.89727356,       3.024435704, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         160,       -3.04401668,      -2.814960279,      -2.896656417,       3.033903283, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         161,      -3.037976416,      -2.796990413,      -2.896010366,       3.039943546, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         162,      -3.035786276,      -2.778800144,      -2.895807284,       3.042133686, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         163,      -3.037677769,       -2.76250102,      -2.896393876,       3.040242193, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         164,       -3.04370867,      -2.749408614,        -2.8979888,       3.034211292, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         165,      -3.053753249,      -2.740174163,      -2.900689427,       3.024166713, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         166,      -3.067493178,      -2.734908834,       -2.90439819,       3.010426784, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         167,      -3.084318988,      -2.733531421,      -2.909094116,       2.993600974, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         168,      -3.103338771,      -2.735750298,      -2.914655847,       2.974581191, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         169,      -3.123321701,      -2.741177118,      -2.920928612,       2.954598262, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         170,      -3.142694165,      -2.749393646,      -2.927790939,       2.935225797, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         171,      -3.159659708,      -2.759981129,      -2.935187898,       2.918260255, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         172,      -3.172472919,      -2.772543461,      -2.943137855,       2.905447043, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         173,      -3.179834187,      -2.786730446,      -2.951719888,       2.898085776, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         174,      -3.181264816,      -2.802249924,      -2.961047558,       2.896655146, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         175,      -3.177260298,      -2.818866768,      -2.971246885,       2.900659664, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         176,      -3.169117757,      -2.836420522,      -2.982437307,       2.908802205, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         177,      -3.158552478,      -2.854827607,      -2.994678662,       2.919367484, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         178,      -3.147285693,      -2.874054462,      -3.007910434,       2.930634269, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         179,      -3.136781046,      -2.894027192,      -3.021943757,       2.941138917, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         180,      -3.128142853,      -2.914493011,      -3.036451769,        2.94977711, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         181,       -3.12211578,      -2.934820768,      -3.050887183,       2.955804182, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         182,      -3.119127713,      -2.953763824,      -3.064396427,       2.958792249, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         183,      -3.119335572,      -2.969258779,      -3.075789716,        2.95858439, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         184,      -3.122664362,       -2.97846298,      -3.083545822,         2.9552556, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         185,      -3.128811442,      -2.978358695,      -3.086087673,        2.94910852, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         186,      -3.137232433,      -2.966866286,      -3.082194749,       2.940687529, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         187,      -3.147096345,      -2.943855798,      -3.071410288,       2.930823617, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         188,      -3.157225387,      -2.911218725,      -3.054172593,       2.920694575, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         189,      -3.166081122,      -2.871976858,      -3.031617867,       2.911838841, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         190,      -3.171902811,      -2.829254624,      -3.005307134,       2.906017151, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         191,      -3.173029157,      -2.785700911,      -2.976955016,       2.904890805, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         192,      -3.168342078,       -2.74333325,      -2.948176617,       2.909577885, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         193,      -3.157683098,      -2.703591074,      -2.920372095,       2.920236865, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         194,      -3.141974083,      -2.667447159,      -2.894711079,       2.935945879, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         195,      -3.122916024,      -2.635522308,      -2.872144786,       2.955003938, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         196,      -3.102478443,      -2.608169999,      -2.853403769,       2.975441519, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         197,      -3.082464037,      -2.585553828,      -2.839022677,       2.995455925, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         198,      -3.064296204,       -2.56770007,      -2.829367323,       3.013623758, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         199,       -3.04898006,      -2.554564286,      -2.824717791,       3.028939902, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         200,      -3.037178951,      -2.546054225,      -2.825286608,       3.040741011, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         201,      -3.029307465,      -2.542055281,      -2.831251575,       3.048612498, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         202,      -3.025609369,      -2.542441158,      -2.842772083,       3.052310593, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         203,      -3.026199571,      -2.547094815,      -2.860042109,       3.051720392, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         204,       -3.03111047,      -2.555875613,       -2.88323473,       3.046809492, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         205,      -3.040297947,      -2.568598385,      -2.912466425,       3.037622015, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         206,      -3.053610431,      -2.585025893,      -2.947765282,       3.024309532, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         207,      -3.070777662,      -2.604811189,      -2.988845647,         3.0071423, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         208,      -3.091360045,      -2.627450554,      -3.034730654,       2.986559917, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         209,      -3.114653798,      -2.652236993,      -3.083065618,       2.963266165, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         210,      -3.139605472,      -2.678149823,      -3.128944345,        2.93831449, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         211,      -3.164508429,      -2.703854494,      -3.164116684,       2.913411533, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         212,      -3.186910484,      -2.727494133,      -3.178390637,       2.891009478, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         213,      -3.203492566,      -2.746602647,      -3.165742142,       2.874427396, -5.271161964e-009,  3.379371115e-007,                 0
          0,           0,         214,      -3.210464636,      -2.758220668,      -3.129528434,       2.867455327, -5.271161964e-009,  3.379371115e-007,                 0
