"Time_Iter","Outer_Iter","Inner_Iter",     "rms[T]"     
          0,           0,         366,      -7.094060579
          0,           0,         367,      -7.095004884
          0,           0,         368,      -7.095946661
          0,           0,         369,      -7.096885923
          0,           0,         370,      -7.097822685
          0,           0,         371,      -7.098756959
          0,           0,         372,      -7.099688759
          0,           0,         373,      -7.100618098
          0,           0,         374,      -7.101544988
          0,           0,         375,      -7.102469444
          0,           0,         376,      -7.103391477
          0,           0,         377,        -7.1043111
          0,           0,         378,      -7.105228326
          0,           0,         379,      -7.106143167
          0,           0,         380,      -7.107055636
          0,           0,         381,      -7.107965745
          0,           0,         382,      -7.108873506
          0,           0,         383,      -7.109778931
          0,           0,         384,      -7.110682033
          0,           0,         385,      -7.111582822
          0,           0,         386,      -7.112481311
          0,           0,         387,      -7.113377512
          0,           0,         388,      -7.114271436
          0,           0,         389,      -7.115163094
          0,           0,         390,      -7.116052498
          0,           0,         391,      -7.116939659
          0,           0,         392,      -7.117824589
          0,           0,         393,      -7.118707299
          0,           0,         394,      -7.119587799
          0,           0,         395,      -7.120466101
          0,           0,         396,      -7.121342216
          0,           0,         397,      -7.122216154
          0,           0,         398,      -7.123087925
          0,           0,         399,      -7.123957542
          0,           0,         400,      -7.124825013
          0,           0,         401,       -7.12569035
          0,           0,         402,      -7.126553563
          0,           0,         403,      -7.127414662
          0,           0,         404,      -7.128273658
          0,           0,         405,       -7.12913056
          0,           0,         406,      -7.129985378
          0,           0,         407,      -7.130838124
          0,           0,         408,      -7.131688805
          0,           0,         409,      -7.132537433
          0,           0,         410,      -7.133384017
          0,           0,         411,      -7.134228566
          0,           0,         412,      -7.135071091
          0,           0,         413,        -7.1359116
          0,           0,         414,      -7.136750104
          0,           0,         415,      -7.137586611
          0,           0,         416,       -7.13842113
          0,           0,         417,      -7.139253672
          0,           0,         418,      -7.140084245
          0,           0,         419,      -7.140912858
          0,           0,         420,      -7.141739521
          0,           0,         421,      -7.142564241
          0,           0,         422,      -7.143387029
          0,           0,         423,      -7.144207893
          0,           0,         424,      -7.145026841
          0,           0,         425,      -7.145843882
          0,           0,         426,      -7.146659026
          0,           0,         427,      -7.147472279
          0,           0,         428,      -7.148283652
          0,           0,         429,      -7.149093152
          0,           0,         430,      -7.149900788
          0,           0,         431,      -7.150706567
          0,           0,         432,      -7.151510499
          0,           0,         433,      -7.152312591
          0,           0,         434,      -7.153112852
          0,           0,         435,      -7.153911289
          0,           0,         436,       -7.15470791
          0,           0,         437,      -7.155502724
          0,           0,         438,      -7.156295738
          0,           0,         439,       -7.15708696
          0,           0,         440,      -7.157876398
          0,           0,         441,      -7.158664059
          0,           0,         442,      -7.159449952
          0,           0,         443,      -7.160234083
          0,           0,         444,       -7.16101646
          0,           0,         445,      -7.161797091
          0,           0,         446,      -7.162575983
          0,           0,         447,      -7.163353144
          0,           0,         448,       -7.16412858
          0,           0,         449,      -7.164902299
          0,           0,         450,      -7.165674308
          0,           0,         451,      -7.166444615
          0,           0,         452,      -7.167213226
          0,           0,         453,      -7.167980148
          0,           0,         454,      -7.168745389
          0,           0,         455,      -7.169508956
          0,           0,         456,      -7.170270854
          0,           0,         457,      -7.171031092
          0,           0,         458,      -7.171789675
          0,           0,         459,      -7.172546611
          0,           0,         460,      -7.173301907
          0,           0,         461,      -7.174055568
          0,           0,         462,      -7.174807602
          0,           0,         463,      -7.175558014
          0,           0,         464,      -7.176306813
          0,           0,         465,      -7.177054003
          0,           0,         466,      -7.177799592
          0,           0,         467,      -7.178543586
          0,           0,         468,       -7.17928599
          0,           0,         469,      -7.180026812
          0,           0,         470,      -7.180766058
          0,           0,         471,      -7.181503734
          0,           0,         472,      -7.182239845
          0,           0,         473,      -7.182974398
          0,           0,         474,      -7.183707399
          0,           0,         475,      -7.184438855
          0,           0,         476,       -7.18516877
          0,           0,         477,      -7.185897151
          0,           0,         478,      -7.186624004
          0,           0,         479,      -7.187349335
          0,           0,         480,      -7.188073149
          0,           0,         481,      -7.188795453
          0,           0,         482,      -7.189516251
          0,           0,         483,       -7.19023555
          0,           0,         484,      -7.190953355
          0,           0,         485,      -7.191669672
          0,           0,         486,      -7.192384506
          0,           0,         487,      -7.193097864
          0,           0,         488,      -7.193809749
          0,           0,         489,      -7.194520169
          0,           0,         490,      -7.195229127
          0,           0,         491,      -7.195936631
          0,           0,         492,      -7.196642684
          0,           0,         493,      -7.197347292
          0,           0,         494,      -7.198050461
          0,           0,         495,      -7.198752196
          0,           0,         496,      -7.199452501
          0,           0,         497,      -7.200151383
          0,           0,         498,      -7.200848846
          0,           0,         499,      -7.201544895
          0,           0,         500,      -7.202239535
          0,           0,         501,      -7.202932772
          0,           0,         502,      -7.203624609
          0,           0,         503,      -7.204315053
          0,           0,         504,      -7.205004109
          0,           0,         505,       -7.20569178
          0,           0,         506,      -7.206378072
          0,           0,         507,      -7.207062989
          0,           0,         508,      -7.207746537
          0,           0,         509,      -7.208428721
          0,           0,         510,      -7.209109544
          0,           0,         511,      -7.209789011
          0,           0,         512,      -7.210467128
          0,           0,         513,      -7.211143899
          0,           0,         514,      -7.211819328
          0,           0,         515,       -7.21249342
          0,           0,         516,       -7.21316618
          0,           0,         517,      -7.213837612
          0,           0,         518,       -7.21450772
          0,           0,         519,      -7.215176509
          0,           0,         520,      -7.215843983
          0,           0,         521,      -7.216510147
          0,           0,         522,      -7.217175005
          0,           0,         523,      -7.217838562
          0,           0,         524,      -7.218500821
          0,           0,         525,      -7.219161787
          0,           0,         526,      -7.219821464
          0,           0,         527,      -7.220479857
          0,           0,         528,      -7.221136969
          0,           0,         529,      -7.221792805
          0,           0,         530,      -7.222447369
          0,           0,         531,      -7.223100664
          0,           0,         532,      -7.223752696
          0,           0,         533,      -7.224403468
          0,           0,         534,      -7.225052983
          0,           0,         535,      -7.225701247
          0,           0,         536,      -7.226348263
          0,           0,         537,      -7.226994035
          0,           0,         538,      -7.227638567
          0,           0,         539,      -7.228281863
          0,           0,         540,      -7.228923926
          0,           0,         541,      -7.229564761
          0,           0,         542,      -7.230204371
          0,           0,         543,       -7.23084276
          0,           0,         544,      -7.231479932
          0,           0,         545,      -7.232115891
          0,           0,         546,      -7.232750641
          0,           0,         547,      -7.233384184
          0,           0,         548,      -7.234016525
          0,           0,         549,      -7.234647667
          0,           0,         550,      -7.235277615
          0,           0,         551,      -7.235906371
          0,           0,         552,       -7.23653394
          0,           0,         553,      -7.237160324
          0,           0,         554,      -7.237785527
          0,           0,         555,      -7.238409554
          0,           0,         556,      -7.239032406
          0,           0,         557,      -7.239654089
          0,           0,         558,      -7.240274605
          0,           0,         559,      -7.240893958
          0,           0,         560,       -7.24151215
          0,           0,         561,      -7.242129187
          0,           0,         562,       -7.24274507
          0,           0,         563,      -7.243359803
          0,           0,         564,       -7.24397339
          0,           0,         565,      -7.244585834
          0,           0,         566,      -7.245197138
          0,           0,         567,      -7.245807306
          0,           0,         568,       -7.24641634
          0,           0,         569,      -7.247024244
          0,           0,         570,      -7.247631021
          0,           0,         571,      -7.248236675
          0,           0,         572,      -7.248841208
          0,           0,         573,      -7.249444624
          0,           0,         574,      -7.250046926
          0,           0,         575,      -7.250648116
          0,           0,         576,      -7.251248199
          0,           0,         577,      -7.251847177
          0,           0,         578,      -7.252445053
          0,           0,         579,       -7.25304183
          0,           0,         580,      -7.253637511
          0,           0,         581,        -7.2542321
          0,           0,         582,      -7.254825598
          0,           0,         583,       -7.25541801
          0,           0,         584,      -7.256009339
          0,           0,         585,      -7.256599586
          0,           0,         586,      -7.257188755
          0,           0,         587,       -7.25777685
          0,           0,         588,      -7.258363872
          0,           0,         589,      -7.258949825
          0,           0,         590,      -7.259534711
          0,           0,         591,      -7.260118534
          0,           0,         592,      -7.260701296
          0,           0,         593,         -7.261283
          0,           0,         594,      -7.261863649
          0,           0,         595,      -7.262443246
          0,           0,         596,      -7.263021793
          0,           0,         597,      -7.263599293
          0,           0,         598,      -7.264175749
          0,           0,         599,      -7.264751163
          0,           0,         600,      -7.265325539
          0,           0,         601,      -7.265898879
          0,           0,         602,      -7.266471186
          0,           0,         603,      -7.267042462
          0,           0,         604,      -7.267612709
          0,           0,         605,      -7.268181932
          0,           0,         606,      -7.268750131
          0,           0,         607,      -7.269317311
          0,           0,         608,      -7.269883472
          0,           0,         609,      -7.270448619
          0,           0,         610,      -7.271012753
          0,           0,         611,      -7.271575878
          0,           0,         612,      -7.272137995
          0,           0,         613,      -7.272699107
          0,           0,         614,      -7.273259216
          0,           0,         615,      -7.273818326
          0,           0,         616,      -7.274376438
          0,           0,         617,      -7.274933556
          0,           0,         618,      -7.275489681
          0,           0,         619,      -7.276044816
          0,           0,         620,      -7.276598963
          0,           0,         621,      -7.277152126
          0,           0,         622,      -7.277704305
          0,           0,         623,      -7.278255504
          0,           0,         624,      -7.278805725
          0,           0,         625,      -7.279354971
          0,           0,         626,      -7.279903243
          0,           0,         627,      -7.280450544
          0,           0,         628,      -7.280996877
          0,           0,         629,      -7.281542243
          0,           0,         630,      -7.282086646
          0,           0,         631,      -7.282630086
          0,           0,         632,      -7.283172568
          0,           0,         633,      -7.283714092
          0,           0,         634,      -7.284254662
          0,           0,         635,      -7.284794279
          0,           0,         636,      -7.285332945
          0,           0,         637,      -7.285870664
          0,           0,         638,      -7.286407436
          0,           0,         639,      -7.286943265
          0,           0,         640,      -7.287478153
          0,           0,         641,      -7.288012101
          0,           0,         642,      -7.288545112
          0,           0,         643,      -7.289077188
          0,           0,         644,      -7.289608332
          0,           0,         645,      -7.290138545
          0,           0,         646,      -7.290667829
          0,           0,         647,      -7.291196187
          0,           0,         648,      -7.291723621
          0,           0,         649,      -7.292250133
          0,           0,         650,      -7.292775725
          0,           0,         651,      -7.293300399
          0,           0,         652,      -7.293824157
          0,           0,         653,      -7.294347001
          0,           0,         654,      -7.294868934
          0,           0,         655,      -7.295389957
          0,           0,         656,      -7.295910073
          0,           0,         657,      -7.296429283
          0,           0,         658,      -7.296947589
          0,           0,         659,      -7.297464994
          0,           0,         660,        -7.2979815
          0,           0,         661,      -7.298497108
          0,           0,         662,       -7.29901182
          0,           0,         663,      -7.299525639
          0,           0,         664,      -7.300038567
          0,           0,         665,      -7.300550605
          0,           0,         666,      -7.301061755
          0,           0,         667,       -7.30157202
          0,           0,         668,      -7.302081401
          0,           0,         669,        -7.3025899
          0,           0,         670,       -7.30309752
          0,           0,         671,      -7.303604261
          0,           0,         672,      -7.304110127
          0,           0,         673,      -7.304615119
          0,           0,         674,      -7.305119238
          0,           0,         675,      -7.305622487
          0,           0,         676,      -7.306124868
          0,           0,         677,      -7.306626382
          0,           0,         678,      -7.307127031
          0,           0,         679,      -7.307626818
          0,           0,         680,      -7.308125743
          0,           0,         681,       -7.30862381
          0,           0,         682,      -7.309121019
          0,           0,         683,      -7.309617373
          0,           0,         684,      -7.310112873
          0,           0,         685,      -7.310607521
          0,           0,         686,       -7.31110132
          0,           0,         687,       -7.31159427
          0,           0,         688,      -7.312086374
          0,           0,         689,      -7.312577633
          0,           0,         690,      -7.313068049
          0,           0,         691,      -7.313557624
          0,           0,         692,       -7.31404636
          0,           0,         693,      -7.314534259
          0,           0,         694,      -7.315021322
          0,           0,         695,      -7.315507551
          0,           0,         696,      -7.315992947
          0,           0,         697,      -7.316477513
          0,           0,         698,       -7.31696125
          0,           0,         699,      -7.317444161
          0,           0,         700,      -7.317926246
          0,           0,         701,      -7.318407507
          0,           0,         702,      -7.318887946
          0,           0,         703,      -7.319367565
          0,           0,         704,      -7.319846366
          0,           0,         705,       -7.32032435
          0,           0,         706,      -7.320801519
          0,           0,         707,      -7.321277874
          0,           0,         708,      -7.321753417
          0,           0,         709,      -7.322228151
          0,           0,         710,      -7.322702076
          0,           0,         711,      -7.323175194
          0,           0,         712,      -7.323647507
          0,           0,         713,      -7.324119017
          0,           0,         714,      -7.324589725
          0,           0,         715,      -7.325059632
          0,           0,         716,      -7.325528741
          0,           0,         717,      -7.325997053
          0,           0,         718,       -7.32646457
          0,           0,         719,      -7.326931293
          0,           0,         720,      -7.327397224
          0,           0,         721,      -7.327862365
          0,           0,         722,      -7.328326717
          0,           0,         723,      -7.328790281
          0,           0,         724,       -7.32925306
          0,           0,         725,      -7.329715054
          0,           0,         726,      -7.330176266
          0,           0,         727,      -7.330636698
          0,           0,         728,       -7.33109635
          0,           0,         729,      -7.331555224
          0,           0,         730,      -7.332013321
          0,           0,         731,      -7.332470645
          0,           0,         732,      -7.332927195
          0,           0,         733,      -7.333382973
          0,           0,         734,      -7.333837982
          0,           0,         735,      -7.334292222
          0,           0,         736,      -7.334745695
          0,           0,         737,      -7.335198402
          0,           0,         738,      -7.335650346
          0,           0,         739,      -7.336101528
          0,           0,         740,      -7.336551948
          0,           0,         741,       -7.33700161
          0,           0,         742,      -7.337450513
          0,           0,         743,      -7.337898661
          0,           0,         744,      -7.338346053
          0,           0,         745,      -7.338792693
          0,           0,         746,       -7.33923858
          0,           0,         747,      -7.339683717
          0,           0,         748,      -7.340128106
          0,           0,         749,      -7.340571747
          0,           0,         750,      -7.341014642
          0,           0,         751,      -7.341456793
          0,           0,         752,      -7.341898202
          0,           0,         753,      -7.342338868
          0,           0,         754,      -7.342778795
          0,           0,         755,      -7.343217984
          0,           0,         756,      -7.343656435
          0,           0,         757,      -7.344094151
          0,           0,         758,      -7.344531133
          0,           0,         759,      -7.344967382
          0,           0,         760,        -7.3454029
          0,           0,         761,      -7.345837688
          0,           0,         762,      -7.346271748
          0,           0,         763,      -7.346705081
          0,           0,         764,      -7.347137688
          0,           0,         765,      -7.347569572
          0,           0,         766,      -7.348000733
          0,           0,         767,      -7.348431173
          0,           0,         768,      -7.348860893
          0,           0,         769,      -7.349289895
          0,           0,         770,       -7.34971818
          0,           0,         771,      -7.350145749
          0,           0,         772,      -7.350572604
          0,           0,         773,      -7.350998747
          0,           0,         774,      -7.351424178
          0,           0,         775,        -7.3518489
          0,           0,         776,      -7.352272913
          0,           0,         777,      -7.352696219
          0,           0,         778,      -7.353118819
          0,           0,         779,      -7.353540715
          0,           0,         780,      -7.353961908
          0,           0,         781,      -7.354382399
          0,           0,         782,       -7.35480219
          0,           0,         783,      -7.355221283
          0,           0,         784,      -7.355639678
          0,           0,         785,      -7.356057376
          0,           0,         786,      -7.356474381
          0,           0,         787,      -7.356890692
          0,           0,         788,      -7.357306311
